condition,source_file,username,model,chosen_number,reason,reasoning_tokens,finish_reason,elapsed_seconds,succeeded
cond2,deepseek-v4-flash_cond2.csv,hobbang819,deepseek-v4-flash,20,"I'm a cautious, security-minded strategic thinker. I expect the other player to try to undercut by asking exactly one less, so my own payoff from any lower amount would just be that amount while they take the bonus. Requesting 20 guarantees I receive 20 no matter what the other does, and it's the highest guaranteed amount I can lock in.",20768,stop,196.874,true
cond2,deepseek-v4-flash_cond2.csv,thehacksmith,deepseek-v4-flash,19,"I'm an opportunistic, pattern-hacking thinker. With no prior data, I expect the other player to anchor on the safe maximum of 20. By requesting 19, I undercut that by exactly one and trigger the 20-shekel bonus if they choose 20—giving me 39. If they don't, I still get 19, so this is the best exploit.",14305,stop,140.448,true
cond2,deepseek-v4-flash_cond2.csv,thirdangletheory,deepseek-v4-flash,17,"I think several steps ahead. Most players will anchor on a safe high number or one level of reasoning, so I expect the other player to settle around 18. To capture the 20-shekel bonus for being exactly one less, I request 17.",6955,stop,70.905,true
cond2,deepseek-v4-flash_cond2.csv,nowalkietalkies,deepseek-v4-flash,15,"I’m a strategic, game-theoretic thinker. I expect the other player to avoid a predictable pure choice, so I aim for the mixed-equilibrium zone. Choosing 15 gives the highest chance of triggering the +20 bonus if the other player picks 16, while still being inside the rational support.",9573,stop,102.181,true
cond2,deepseek-v4-flash_cond2.csv,bezimya74,deepseek-v4-flash,19,"I’m a level-1 strategic thinker: I expect the other player to anchor on the safe maximum of 20, so I choose 19 to be exactly one shekel less and earn the 20 bonus. Even if they don’t choose 20, 19 still gives a high base payoff.",13904,stop,149.714,true
cond2,deepseek-v4-flash_cond2.csv,rednaxela26,deepseek-v4-flash,19,"I’m a strategic but not overly deep thinker: I expect the other player to choose a high, safe number like 20. If they pick 20, choosing 19 gives me the 20-shekel bonus, and even if they don’t, I still get a high base amount. So requesting 19 is the best balance of safety and bonus potential.",18001,stop,161.942,true
cond2,deepseek-v4-flash_cond2.csv,EnergizedNuke,deepseek-v4-flash,19,"I'm an expected-value-maximizing strategic thinker. The most natural safe anchor is 20, so I expect the other player is likely to request 20. Choosing 19 gives me 19 normally and 39 if they choose 20, while choosing 20 only guarantees 20 with no bonus upside. Since 20 is a salient safe choice, I'm willing to undercut it by one for the bonus.",21637,stop,218.058,true
cond2,deepseek-v4-flash_cond2.csv,OUScotty,deepseek-v4-flash,19,"I'm a level-1 strategic thinker: I expect the other player to be roughly unpredictable and to spread their choice across the range. Against a uniform random request, 19 gives the highest expected payoff because it keeps the base amount high and still has a chance at the bonus if the other player chooses 20. So I'll request 19.",15933,stop,153.956,true
cond2,deepseek-v4-flash_cond2.csv,Ares9719,deepseek-v4-flash,19,"I’m a one-step-ahead strategic thinker: I expect the other player to grab the safe maximum of 20, so I choose 19 to be exactly one less and collect the 20-shekel bonus. That gives me 39 if they pick 20, and still avoids leaving money on the table otherwise.",13346,stop,124.468,true
cond2,deepseek-v4-flash_cond2.csv,nothing-feels-good,deepseek-v4-flash,20,"I'm a detached, minimax-style thinker: I don't chase the one-less bonus or try to outguess the other in an undercutting spiral. I expect the other player may choose a salient high number or try to undercut, but choosing 20 guarantees me the highest fixed payoff of 20 with no downside.",15386,stop,150.192,true
cond2,deepseek-v4-flash_cond2.csv,catholicismisascam,deepseek-v4-flash,19,"I’m a cynical, contrarian player. I expect the other person to greedily grab the maximum of 20 shekels, so I undercut them by exactly one and take 19. That triggers the 20-shekel bonus and gives me the best payoff against that predictable choice.",7967,stop,73.029,true
cond2,deepseek-v4-flash_cond2.csv,ca_devotee,deepseek-v4-flash,19,"I’m a level-1 strategic thinker. In this first round I expect the other player to anchor on the obvious safe maximum of 20, so the best response is to ask for exactly one less—19—and collect the 20-shekel bonus. Even though 19 is a bit lower if they don’t choose 20, it gives the highest expected payoff against the most likely naive choice.",19677,stop,185.054,true
cond2,deepseek-v4-flash_cond2.csv,Jibzzy,deepseek-v4-flash,19,"I'm a practical, strategic thinker. I expect the other player to anchor on the safe maximum of 20, so I'll choose one less — 19 — to get the bonus if they pick 20. If they don't, I still get a relatively high base amount.",12432,stop,113.234,true
cond2,deepseek-v4-flash_cond2.csv,kanahl,deepseek-v4-flash,19,"I tend to think one step ahead: most players will anchor on 20 because it guarantees the highest base amount, so I expect the other player to ask for 20. Asking for 19 makes me exactly one shekel less, so I get the 20-shekel bonus and end up with 39. I accept the small risk that they don't choose 20 because the potential payoff is worth it.",26478,stop,237.183,true
cond2,deepseek-v4-flash_cond2.csv,Camcongab,deepseek-v4-flash,19,"I’m a level-1 strategic thinker: I expect the other player to anchor on the safe maximum of 20, so I request 19 to be exactly one less and grab the 20-shekel bonus. If they don’t choose 20, I only lose 1 shekel compared to the safe option.",13959,stop,125.599,true
cond0,openai_gpt-5.6-luna_cond0.csv,clumsybassdropper,openai/gpt-5.6-luna,19,,0,stop,3.733,true
cond0,openai_gpt-5.6-luna_cond0.csv,fucksasuke,openai/gpt-5.6-luna,19,,0,stop,3.620,true
cond0,openai_gpt-5.6-luna_cond0.csv,threwnawayed,openai/gpt-5.6-luna,19,,0,stop,3.565,true
cond0,openai_gpt-5.6-luna_cond0.csv,Justin_Bligh,openai/gpt-5.6-luna,19,,217,stop,7.247,true
cond0,openai_gpt-5.6-luna_cond0.csv,AngelKittichik,openai/gpt-5.6-luna,19,,146,stop,7.275,true
cond0,openai_gpt-5.6-luna_cond0.csv,hobbang819,openai/gpt-5.6-luna,19,,465,stop,8.619,true
cond0,openai_gpt-5.6-luna_cond0.csv,thehacksmith,openai/gpt-5.6-luna,19,,436,stop,10.530,true
cond0,openai_gpt-5.6-luna_cond0.csv,thirdangletheory,openai/gpt-5.6-luna,19,,0,stop,4.365,true
cond0,openai_gpt-5.6-luna_cond0.csv,nowalkietalkies,openai/gpt-5.6-luna,19,,0,stop,3.438,true
cond0,openai_gpt-5.6-luna_cond0.csv,bezimya74,openai/gpt-5.6-luna,20,,0,stop,3.479,true
cond0,openai_gpt-5.6-luna_cond0.csv,rednaxela26,openai/gpt-5.6-luna,19,,231,stop,7.192,true
cond0,openai_gpt-5.6-luna_cond0.csv,EnergizedNuke,openai/gpt-5.6-luna,15,,0,stop,3.410,true
cond0,openai_gpt-5.6-luna_cond0.csv,OUScotty,openai/gpt-5.6-luna,19,,0,stop,3.638,true
cond0,openai_gpt-5.6-luna_cond0.csv,Ares9719,openai/gpt-5.6-luna,19,,129,stop,5.101,true
cond0,openai_gpt-5.6-luna_cond0.csv,nothing-feels-good,openai/gpt-5.6-luna,20,,0,stop,4.254,true
cond0,openai_gpt-5.6-luna_cond0.csv,catholicismisascam,openai/gpt-5.6-luna,19,,0,stop,3.536,true
cond0,openai_gpt-5.6-luna_cond0.csv,ca_devotee,openai/gpt-5.6-luna,19,,250,stop,6.559,true
cond0,openai_gpt-5.6-luna_cond0.csv,Jibzzy,openai/gpt-5.6-luna,19,,247,stop,6.202,true
cond0,openai_gpt-5.6-luna_cond0.csv,kanahl,openai/gpt-5.6-luna,19,,373,stop,9.886,true
cond0,openai_gpt-5.6-luna_cond0.csv,Camcongab,openai/gpt-5.6-luna,19,,303,stop,7.830,true
cond1,openai_gpt-5.6-luna_cond1.csv,clumsybassdropper,openai/gpt-5.6-luna,19,,0,stop,3.690,true
cond1,openai_gpt-5.6-luna_cond1.csv,fucksasuke,openai/gpt-5.6-luna,19,,0,stop,4.010,true
cond1,openai_gpt-5.6-luna_cond1.csv,threwnawayed,openai/gpt-5.6-luna,19,,328,stop,9.551,true
cond1,openai_gpt-5.6-luna_cond1.csv,Justin_Bligh,openai/gpt-5.6-luna,19,,436,stop,9.846,true
cond1,openai_gpt-5.6-luna_cond1.csv,AngelKittichik,openai/gpt-5.6-luna,19,,378,stop,7.781,true
cond1,openai_gpt-5.6-luna_cond1.csv,hobbang819,openai/gpt-5.6-luna,19,,0,stop,3.795,true
cond1,openai_gpt-5.6-luna_cond1.csv,thehacksmith,openai/gpt-5.6-luna,19,,0,stop,4.582,true
cond1,openai_gpt-5.6-luna_cond1.csv,thirdangletheory,openai/gpt-5.6-luna,19,,148,stop,6.977,true
cond1,openai_gpt-5.6-luna_cond1.csv,nowalkietalkies,openai/gpt-5.6-luna,19,,176,stop,7.434,true
cond1,openai_gpt-5.6-luna_cond1.csv,bezimya74,openai/gpt-5.6-luna,19,,0,stop,3.551,true
cond1,openai_gpt-5.6-luna_cond1.csv,rednaxela26,openai/gpt-5.6-luna,19,,1552,stop,18.047,true
cond1,openai_gpt-5.6-luna_cond1.csv,EnergizedNuke,openai/gpt-5.6-luna,19,,0,stop,3.494,true
cond1,openai_gpt-5.6-luna_cond1.csv,OUScotty,openai/gpt-5.6-luna,19,,0,stop,3.996,true
cond1,openai_gpt-5.6-luna_cond1.csv,Ares9719,openai/gpt-5.6-luna,19,,259,stop,8.293,true
cond1,openai_gpt-5.6-luna_cond1.csv,nothing-feels-good,openai/gpt-5.6-luna,19,,220,stop,6.750,true
cond1,openai_gpt-5.6-luna_cond1.csv,catholicismisascam,openai/gpt-5.6-luna,19,,124,stop,5.812,true
cond1,openai_gpt-5.6-luna_cond1.csv,ca_devotee,openai/gpt-5.6-luna,19,,631,stop,10.041,true
cond1,openai_gpt-5.6-luna_cond1.csv,Jibzzy,openai/gpt-5.6-luna,19,,0,stop,3.720,true
cond1,openai_gpt-5.6-luna_cond1.csv,kanahl,openai/gpt-5.6-luna,19,,362,stop,8.977,true
cond1,openai_gpt-5.6-luna_cond1.csv,Camcongab,openai/gpt-5.6-luna,19,,0,stop,3.827,true
cond2,openai_gpt-5.6-luna_cond2.csv,clumsybassdropper,openai/gpt-5.6-luna,19,"I am a somewhat cautious, strategic thinker: I expect the other player to choose the maximum amount, 20, because it guarantees the highest base payment. I therefore choose 19, sacrificing one shekel of base money to be exactly one less and earn the 20-shekel bonus.",92,stop,5.189,true
cond2,openai_gpt-5.6-luna_cond2.csv,fucksasuke,openai/gpt-5.6-luna,19,"I think strategically and expect the other player to choose the highest amount, 20, to maximize their guaranteed payment. Choosing 19 then gives me 19 shekels plus the 20-shekel bonus for asking exactly one less, making it the strongest response to that expectation.",325,stop,8.176,true
cond2,openai_gpt-5.6-luna_cond2.csv,threwnawayed,openai/gpt-5.6-luna,19,"I am a forward-looking strategic thinker. I expect the other player to favor the maximum request of 20, since it guarantees the highest base amount and cannot earn the bonus by requesting one more. I therefore choose 19, which preserves nearly the maximum base amount while earning the 20-shekel bonus if the other player chooses 20.",786,stop,11.584,true
cond2,openai_gpt-5.6-luna_cond2.csv,Justin_Bligh,openai/gpt-5.6-luna,19,"I am a forward-looking strategic thinker. I expect the other player to request the maximum amount, 20, because it guarantees the largest base payment. I therefore request 19, which gives me 19 shekels plus the 20-shekel bonus if that expectation is correct, for a total of 39.",278,stop,7.442,true
cond2,openai_gpt-5.6-luna_cond2.csv,AngelKittichik,openai/gpt-5.6-luna,19,"I am a strategic, payoff-focused thinker. I expect the other player to choose 20 to maximize the guaranteed amount, so I will choose 19: it still gives me a high base payment and earns the 20-shekel bonus if the other player chooses 20.",333,stop,6.954,true
cond2,openai_gpt-5.6-luna_cond2.csv,hobbang819,openai/gpt-5.6-luna,19,"I tend to think strategically by balancing the guaranteed requested amount against the 20-shekel bonus. I expect the other player to choose the maximum, 20, because it gives the highest base amount. Therefore, I would choose 19, earning 19 shekels and potentially the 20-shekel bonus for being exactly one shekel lower.",268,stop,8.220,true
cond2,openai_gpt-5.6-luna_cond2.csv,thehacksmith,openai/gpt-5.6-luna,19,"I am a strategic, game-theoretic thinker: I expect the other player to prioritize the high guaranteed payment and request 20. Choosing 19 preserves a strong base amount while making me exactly one shekel lower, yielding a possible 20-shekel bonus and a total of 39.",654,stop,10.227,true
cond2,openai_gpt-5.6-luna_cond2.csv,thirdangletheory,openai/gpt-5.6-luna,19,"I am a strategic, forward-looking thinker. I expect the other player to recognize that asking 19 is attractive: if I ask 20, they can ask 19 and receive 39, while if both ask 19 neither has a profitable deviation. Thus 19 is the stable coordination point, giving me 19 shekels and avoiding the risk of choosing 18 or lower.",303,stop,7.834,true
cond2,openai_gpt-5.6-luna_cond2.csv,nowalkietalkies,openai/gpt-5.6-luna,19,"I am a strategic but practical thinker: I expect the other player to recognize that asking one shekel less can earn the 20-shekel bonus, so they may choose a high number such as 20. I would therefore choose 19, which gives me a strong base amount while targeting the bonus.",151,stop,5.701,true
cond2,openai_gpt-5.6-luna_cond2.csv,bezimya74,openai/gpt-5.6-luna,19,"I am a strategic, forward-looking thinker who expects the other player to choose the maximum amount, 20, because it guarantees the largest base payment and may seem safest. I therefore choose 19: it gives me 19 shekels plus the 20-shekel bonus if the other player chooses 20, for a total of 39.",318,stop,8.038,true
cond2,openai_gpt-5.6-luna_cond2.csv,rednaxela26,openai/gpt-5.6-luna,19,"I am a strategic, payoff-focused thinker. I expect the other player to choose 20 because it guarantees the highest base amount, so I would choose 19 to earn the 20-shekel bonus while still receiving 19 shekels.",255,stop,8.837,true
cond2,openai_gpt-5.6-luna_cond2.csv,EnergizedNuke,openai/gpt-5.6-luna,19,"I am a strategic, payoff-maximizing thinker. With no prior information, I expect the other player to ask for a high amount, likely 20, since requesting more gives an immediate larger guaranteed payout. Asking for 19 exploits that expectation: it gives me 19 shekels and the 20-shekel bonus if the other player chooses 20, for a total of 39. Therefore, I choose 19.",151,stop,6.063,true
cond2,openai_gpt-5.6-luna_cond2.csv,OUScotty,openai/gpt-5.6-luna,19,"I am a strategically minded but practical thinker. I expect the other player to choose a high amount, likely 20, because that gives the largest guaranteed request and makes the one-shekel bonus salient. I would therefore choose 19: it is still a high base amount and earns the 20-shekel bonus if the other player chooses 20.",343,stop,7.271,true
cond2,openai_gpt-5.6-luna_cond2.csv,Ares9719,openai/gpt-5.6-luna,19,"I am a strategic, payoff-focused thinker. I expect the other player to request the maximum amount, 20, because it guarantees the highest base payment. I would therefore request 19, sacrificing one shekel to be exactly one less and receive the 20-shekel bonus, for a total of 39.",250,stop,6.352,true
cond2,openai_gpt-5.6-luna_cond2.csv,nothing-feels-good,openai/gpt-5.6-luna,19,"I am a skeptical, strategically minded thinker. With no prior information, I expect the other player to prioritize the largest guaranteed request and choose 20. I would therefore request 19: it sacrifices only one shekel from the maximum while giving me a strong chance of receiving the 20-shekel bonus if the other player chooses 20.",1021,stop,14.732,true
cond2,openai_gpt-5.6-luna_cond2.csv,catholicismisascam,openai/gpt-5.6-luna,19,"I am a pragmatic, payoff-focused thinker. I expect the other player to favor the maximum request of 20, so I choose 19: it gives me 19 shekels normally and 39 if the other player asks for 20, making it the strongest response to that likely choice.",161,stop,6.363,true
cond2,openai_gpt-5.6-luna_cond2.csv,ca_devotee,openai/gpt-5.6-luna,19,"I am a payoff-focused strategic thinker who expects the other player to choose a high amount, especially 20, to maximize the guaranteed payment. Choosing 19 gives me a strong base payment and a 20-shekel bonus if they choose 20, making it the best focal response under that expectation.",440,stop,10.843,true
cond2,openai_gpt-5.6-luna_cond2.csv,Jibzzy,openai/gpt-5.6-luna,19,"I am a strategic, payoff-oriented thinker. With no prior information, I expect the other player to choose the maximum amount, 20, to secure the largest guaranteed request. I therefore choose 19, which gives me 19 shekels plus the 20-shekel bonus if that expectation is correct.",117,stop,5.336,true
cond2,openai_gpt-5.6-luna_cond2.csv,kanahl,openai/gpt-5.6-luna,19,"I am a strategically minded thinker, so I expect the other player to request the maximum amount, 20, while trying to earn the bonus. I would therefore request 19, which gives me 19 shekels plus the 20-shekel bonus if the other player chooses 20.",224,stop,7.514,true
cond2,openai_gpt-5.6-luna_cond2.csv,Camcongab,openai/gpt-5.6-luna,19,"I am a strategic, forward-looking thinker. I expect the other player to choose the maximum amount, 20, because the guaranteed base payment encourages asking high. By choosing 19, I remain near the maximum while being exactly one shekel lower and earning the 20-shekel bonus.",300,stop,7.950,true
